C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_42_738.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_42_738.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_42_738.jpg,0,0,0,6.336292E-07
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_42_806.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_42_806.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_42_806.jpg,0,0,0,2.009163E-06
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_42_878.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_42_878.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_42_878.jpg,0,0,0,3.934333E-06
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_42_948.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_42_948.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_42_948.jpg,0,0,0,5.230459E-06
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_019.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_019.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_019.jpg,0,0,0,7.02539E-06
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_087.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_087.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_087.jpg,0,0,0,2.111714E-07
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_159.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_159.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_159.jpg,0,0,0,3.565628E-06
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_229.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_229.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_229.jpg,0,0,0,4.671055E-07
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_301.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_301.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_301.jpg,0,0,0,8.893509E-07
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_372.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_372.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_372.jpg,0,0,0,4.155454E-06
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_439.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_439.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_439.jpg,0,0,0,9.837529E-07
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_511.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_511.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_511.jpg,0,0,0,0.000000281
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_584.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_584.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_584.jpg,0,0,0,4.100218E-06
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_655.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_655.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_655.jpg,0,0,0,0.00000543
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_727.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_727.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_727.jpg,0,0,0,7.25855E-06
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_798.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_798.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_798.jpg,0,0,0,1.514914E-06
C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\center_2017_04_26_21_00_43_870.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\left_2017_04_26_21_00_43_870.jpg,C:\Users\MyStation\Documents\Udacity\Driving_Data\IMG\right_2017_04_26_21_00_43_870.jpg,0,0,0,3.176308E-06
